id_cliente,n_pedidos,gasto_total,edad,ciudad,segmento_cliente,ticket_medio
0270756c-7c9e-48af-85cc-9a5824044b30,5,1418.69,26.0,granada,recurrente,283.738
0274c7c7-be72-439a-a611-f2849f356198,10,565.5600000000001,26.0,bilbao,recurrente,56.556000000000004
027b66e4-055e-4268-a62f-2440676cec85,9,827.35,40.0,valencia,recurrente,91.92777777777778
028d8cd6-11b5-4659-acf6-0548f429f0a1,9,1105.57,43.0,zaragoza,recurrente,122.8411111111111
028e82f6-47de-4ee3-8b22-5fd3674720f2,3,408.11,47.0,sevilla,recurrente,136.03666666666666
028fdea8-cff1-45e7-9a2c-f66df5beac1f,5,557.61,40.0,zaragoza,nuevo,111.522
02902617-7d9c-40f8-90c2-f64ec6bc367b,8,1012.74,35.0,murcia,nuevo,126.5925
02924912-9f9e-4334-b83c-1a71826d8626,5,325.3,55.0,zaragoza,nuevo,65.06
02a66446-6663-4486-943e-b144302d0399,7,571.8100000000001,40.0,zaragoza,nuevo,81.68714285714286
02ab95b8-9f70-413c-a442-b050980e7d0a,7,637.09,55.0,granada,vip,91.01285714285714
02b41825-3c6f-4d56-bf06-5c452af41421,8,469.48,48.0,murcia,vip,58.685
02b51b02-d5ba-4d2d-8b3c-b024ccbddea0,10,636.3800000000001,59.0,madrid,recurrente,63.63800000000001
02ba7c60-4893-45c0-98c7-27f5445c8b73,12,671.13,40.0,barcelona,recurrente,55.9275
02bcfc95-6257-4fa8-8a3d-c3b1515653e3,9,791.6600000000001,27.0,granada,vip,87.96222222222224
02c4a4e7-85af-4912-b50c-1ab465b4872d,4,192.68,40.0,vigo,nuevo,48.17
02c53c81-abeb-4cb1-849f-85eeb2b4fe4e,5,313.98,43.0,sevilla,recurrente,62.79600000000001
02c7bcda-dd6f-4974-886b-1ff35c225a2e,7,594.96,37.0,madrid,nuevo,84.99428571428572
02cd43cc-0228-443c-ade6-9dbd0b26ce71,11,770.66,39.0,sevilla,vip,70.06
02e1c1d3-ed0b-4796-9417-4c6d249fa0af,3,631.4409000000002,18.0,zaragoza,nuevo,210.48030000000006
02e5f867-37c1-4f05-a43e-8111a56a155d,7,796.99,32.0,sevilla,recurrente,113.85571428571428
0308784f-ad2b-4af4-8440-8bb0069d0973,2,132.59,55.0,zaragoza,recurrente,66.295
030a3519-7c38-416c-9b6b-0a160f386f85,3,360.33000000000004,49.0,zaragoza,recurrente,120.11000000000001
030b6518-fae1-40c7-b388-c290dc8b969e,6,544.5600000000001,47.0,bilbao,nuevo,90.76
030f9fcc-0f38-437f-96a5-634aadf1473f,9,1058.38,25.0,bilbao,corporativo,117.5977777777778
0339567f-1ab7-4ece-ac8a-ca4c56029526,9,685.4,40.0,vigo,nuevo,76.15555555555555
034f2ad7-8a43-4a99-b2ee-159edde81b43,3,406.06,43.0,madrid,recurrente,135.35333333333332
0351aa26-e41a-4b0e-a7db-7ed638637c78,6,924.3299999999999,23.0,murcia,corporativo,154.05499999999998
0358a7b8-5f30-49fd-906d-912cb9aed98d,7,567.39,49.0,malaga,nuevo,81.05571428571429
036430cf-6955-4a2d-82d1-a43928ba26cc,6,846.76,36.0,valencia,nuevo,141.12666666666667
0366d6ad-7ef9-44cf-8efe-3de9414e24f9,5,585.0,35.0,malaga,vip,117.0
03672728-de40-4719-9011-984ba6501757,10,590.07,27.0,vigo,nuevo,59.007000000000005
0375ecad-36c1-4b69-a63b-088bb0483af1,6,460.46000000000004,43.0,barcelona,recurrente,76.74333333333334
03784449-2bb7-47d3-9fb2-ddbb71148ae1,8,1297.55,66.0,sevilla,recurrente,162.19375
0378caba-7369-4cb3-b6d8-7f8ad2f38dc3,6,503.49,41.0,valencia,recurrente,83.915
037d1194-6525-4a19-8fe4-b582a7cacc34,9,782.2,34.0,bilbao,corporativo,86.91111111111111
037d4ded-d849-4e95-8f40-c5c4c66af368,4,180.1,44.0,madrid,vip,45.025
037dcc37-2b42-45ab-91ec-5efdfe8381d4,2,53.07,24.0,granada,corporativo,26.535
0380a9b1-9cd0-4a03-b0aa-600c661d8813,4,796.03,34.0,madrid,recurrente,199.0075
03810f9a-db79-46ee-96b0-883c76c0cf9b,9,850.8699999999999,58.0,malaga,recurrente,94.54111111111109
0385a2d6-657c-44b1-bf8d-a1a6ec199c54,4,396.03999999999996,35.0,sevilla,recurrente,99.00999999999999
0388de7f-05f9-45b3-99b9-a82b02f9556a,7,613.58,31.0,murcia,recurrente,87.65428571428572
038d4b7f-ca39-4d12-9ce5-f70dcfef7e7b,7,419.84000000000003,57.0,sevilla,recurrente,59.97714285714286
0394064e-d22c-4022-bd9e-38642d4d08af,4,341.40999999999997,37.0,malaga,recurrente,85.35249999999999
039815f5-3a25-4f25-834d-97ee4f664535,6,792.24,47.0,barcelona,corporativo,132.04
03a54d26-e118-4d6c-9796-2f03f4277421,4,376.3,32.0,sevilla,vip,94.075
03a699ce-a299-4aa8-8c6f-a625195c0591,4,413.58000000000004,39.0,valencia,corporativo,103.39500000000001
03a85174-31b7-41ec-8794-d0194ca3e3b0,2,232.13,53.0,valencia,nuevo,116.065
03a88326-8f0b-4ff7-81b1-aaa8468c5d0a,11,839.52,39.0,madrid,recurrente,76.32
03afa3a6-4823-43ce-9e8c-f68fb7b493f9,6,1051.1109000000001,40.0,vigo,nuevo,175.18515000000002
03b23d15-f7f5-4a2e-9c5d-a2428f3e1fa9,6,727.26,51.0,malaga,recurrente,121.21
03b63c00-1495-4da0-8f5e-a330c125a5a4,9,342.3,49.0,malaga,recurrente,38.03333333333333
03c1c73e-163f-4aea-aad1-27b756ab4423,7,589.53,49.0,zaragoza,vip,84.21857142857142
03c832dd-6db2-4306-9457-ecbf247334c5,8,674.4,31.0,sevilla,nuevo,84.3
03d17126-8bd3-484e-b610-7a8de057af05,10,1339.55,48.0,zaragoza,nuevo,133.95499999999998
03ee0baf-45b1-45db-8410-1a7e679d9d0e,6,387.69,27.0,barcelona,vip,64.615
03f2c352-94cb-4865-97aa-7c7b6d2e4a98,6,775.16,55.0,sevilla,recurrente,129.19333333333333
03f60afa-031f-4f3e-baf5-102e69b5dfbe,3,216.84,27.0,malaga,recurrente,72.28
0400948b-01c3-4ab3-ae90-7ef3b3dc6dc4,5,933.14,40.0,malaga,nuevo,186.628
0415e202-9856-4633-b80c-4398e8d86792,10,1243.63,30.0,malaga,recurrente,124.36300000000001
041819a7-45ed-4ff4-8bef-eaa99d419253,3,133.06,18.0,sevilla,recurrente,44.35333333333333
04197c74-82b0-41c1-b654-dfbb95b187f6,7,443.48,59.0,bilbao,vip,63.354285714285716
04266745-c509-4bd8-84c8-0fed665b561e,8,642.28,20.0,vigo,nuevo,80.285
04356f16-d0ad-4ff0-873b-4044a962234a,8,360.67,37.0,granada,vip,45.08375
0440e2b2-cf5c-4b26-8f2d-bc3613949132,8,1343.22,41.0,bilbao,nuevo,167.9025
04417675-ee1f-4a9b-a731-c12baf30241a,3,394.07,18.0,zaragoza,corporativo,131.35666666666665
044cb0df-a102-4d4a-8d0a-189a22cadc11,11,1062.98,32.0,madrid,corporativo,96.63454545454546
0456c52d-3fa7-42b2-80bf-0baf7246206b,7,626.11,51.0,zaragoza,vip,89.44428571428571
046b116e-51cd-4d6d-97a5-7c774a374a3a,7,790.6800000000001,31.0,barcelona,nuevo,112.95428571428572
0471a3fe-bf9e-42e4-9e52-973cfdb4ae7c,5,822.58,43.0,vigo,corporativo,164.51600000000002
04797c37-cfc7-4149-9645-1fd413f9955f,5,402.52,57.0,vigo,nuevo,80.50399999999999
047d7976-7847-4c3e-8ede-bb300030f98b,8,814.45,40.0,granada,nuevo,101.80625
047f1b35-1e3e-4134-a74f-3ef7d8fac93d,7,1090.11,51.0,malaga,vip,155.73
0483ac36-7718-480b-bfbd-1eb9b94b3159,5,1068.1609,38.0,murcia,nuevo,213.63218
048eab6a-08ef-45d7-8ef1-25f683791959,6,286.37,48.0,malaga,nuevo,47.72833333333333
049d98ed-7f54-4cb4-8dc6-ae42c9e8f06b,4,342.72999999999996,40.0,malaga,vip,85.68249999999999
04a0e41d-2bfa-4754-a130-f255e4f1dbbc,10,1092.14,45.0,bilbao,recurrente,109.21400000000001
04b6b35d-f555-4d21-bf70-d8adbe8fc804,2,147.75,57.0,madrid,nuevo,73.875
04c08767-9b4c-4578-9486-ab7cd4440f46,7,826.86,27.0,zaragoza,recurrente,118.12285714285714
04c8dc25-915c-4630-bdd3-697434c341e7,7,647.22,41.0,murcia,recurrente,92.46000000000001
04cde19b-0acf-4fee-aafa-4b372e6b30f5,3,416.24,29.0,madrid,nuevo,138.74666666666667
04d02368-c941-43d0-a9fa-a7d5b83c2ff7,9,866.87,34.0,zaragoza,vip,96.31888888888889
04e39776-183e-4b10-ba58-861bffdb99c2,9,983.6700000000001,52.0,zaragoza,vip,109.29666666666668
04f265ce-9c37-4042-9263-4114febc7f11,7,940.86,26.0,bilbao,vip,134.40857142857143
04f2d095-9044-40e0-be57-a4cfd5a21af9,4,319.07,18.0,sevilla,recurrente,79.7675
050b4eb3-caeb-410b-b9c4-748fad647f3c,9,985.6800000000001,45.0,sevilla,recurrente,109.52000000000001
0516c6e4-b0c6-41ff-b3d3-11e089436a1e,4,454.57,34.0,malaga,recurrente,113.6425
05170c54-1215-4046-b964-a0c21709f2bf,5,374.32,19.0,bilbao,recurrente,74.864
0528afba-30d6-42a0-86c3-c001f76b3855,7,695.09,39.0,murcia,recurrente,99.29857142857144
052cd470-79c0-4d02-9466-8bcb694dd4e7,1,18.49,18.0,madrid,corporativo,18.49
052f78fb-98f8-426c-8552-fc2ac4131574,4,627.2509000000002,64.0,zaragoza,corporativo,156.81272500000006
05438394-b1d3-4edf-a5de-a5fe5f84d265,10,944.9,30.0,murcia,recurrente,94.49
0544ad70-2574-4fc4-b694-92a0586b0289,13,1244.63,53.0,granada,nuevo,95.74076923076925
054ab17e-5d98-4ac0-9724-0abf50fd23d7,8,599.62,21.0,sevilla,recurrente,74.9525
0555c36e-ed25-4693-bd33-c2eb5f2f7028,1,45.23,49.0,granada,vip,45.23
055e13be-a086-4470-b38d-22f6ff0632c9,8,776.12,74.0,barcelona,recurrente,97.015
055e4fab-787e-4556-9202-77900f86053f,5,495.87,34.0,malaga,corporativo,99.174
057267a6-34a8-4387-a8f3-da82a060f880,5,295.83,40.0,valencia,nuevo,59.166
05759565-423f-44c0-bf0a-c09452775964,7,717.17,34.0,malaga,nuevo,102.45285714285714
05767c65-9328-459d-a294-9504913fcfb6,11,1743.5809000000002,62.0,barcelona,nuevo,158.50735454545455
0579104b-eb96-49c6-bda8-b135ff573826,11,1186.77,28.0,murcia,corporativo,107.88818181818182
0586d776-242d-4418-a778-e24d310addd2,8,1260.29,66.0,granada,recurrente,157.53625
059301ce-4d4c-4c23-81ba-7f079fe56429,10,1116.89,53.0,granada,nuevo,111.68900000000001
0595bf49-6cbe-4749-9aff-806d16d6e766,7,879.2209000000003,29.0,valencia,nuevo,125.60298571428575
0596d5f0-9d58-47dc-a8bc-b35084ee8e7d,11,1022.17,22.0,sevilla,recurrente,92.92454545454545
059b8fc2-2d1a-45f1-a304-1cb2077c551f,6,218.81,50.0,bilbao,recurrente,36.468333333333334
059d484d-d984-465f-b24e-96d1922b5682,11,935.12,40.0,malaga,corporativo,85.0109090909091
05a0342d-c844-4288-94fc-538c527b30b9,9,1182.13,36.0,murcia,recurrente,131.3477777777778
05a82709-27cf-467c-884b-96f6833a56c8,5,675.93,44.0,vigo,vip,135.18599999999998
05acdcde-ae9c-4251-99c2-e59d47f4f311,4,630.4409000000002,48.0,vigo,recurrente,157.61022500000004
05b3a0fc-8fc2-43ac-816c-bcf0f6ee4e89,6,396.32,59.0,sevilla,vip,66.05333333333333
05b8b5c6-b279-4b40-bce7-3fb75d39d833,6,983.77,57.0,vigo,nuevo,163.96166666666667
05ba84af-c8bb-4425-831e-8f9c286913bc,9,729.14,53.0,granada,recurrente,81.01555555555555
05bdeaf8-c895-4426-8b72-09e8545be35e,6,544.03,50.0,granada,nuevo,90.67166666666667
05d23e3f-063c-464f-a6e3-8edfaab57ade,4,311.79,24.0,valencia,nuevo,77.9475
05ddae6e-ebc8-40ce-bba8-68e78c71d2ba,3,330.08,38.0,valencia,vip,110.02666666666666
05e77dac-7a4e-41d5-9467-f01e701711cc,10,1399.73,38.0,zaragoza,recurrente,139.973
05fe5238-fb5f-4646-85d0-3c4dc7b46729,7,609.74,32.0,bilbao,vip,87.10571428571428
062158b3-0d42-491c-8b41-1e4bbbdad0a7,7,635.15,54.0,granada,recurrente,90.73571428571428
0627f48c-02ea-40fc-8ba4-4e36f0b2e673,8,1316.3899999999999,18.0,barcelona,corporativo,164.54874999999998
062cefbd-ab24-41dd-8b8f-34f357ae848b,4,407.28000000000003,56.0,murcia,nuevo,101.82000000000001
06530efa-21d5-486f-a158-e9d3b7b0735a,5,530.99,67.0,barcelona,recurrente,106.19800000000001
0655c95a-c250-4a80-9414-6da64a3bd648,6,996.61,40.0,bilbao,vip,166.10166666666666
065e1693-521e-40e3-8a7b-f8ba77dd84f1,11,1293.09,29.0,barcelona,vip,117.55363636363636
06634edc-ca16-4211-878d-d8682bdc6280,5,327.47,40.0,vigo,recurrente,65.494
066a1043-dd26-44a9-a023-63b464ec083f,5,239.10000000000002,43.0,zaragoza,recurrente,47.82000000000001
067e8988-e5f0-4df6-9c0c-9ffe645da365,10,1716.11,33.0,bilbao,vip,171.611
068f4c19-0b65-4f65-bef4-70118d25620e,8,1049.25,40.0,barcelona,nuevo,131.15625
0694c316-988b-4901-8a20-622df1394591,7,543.07,55.0,bilbao,vip,77.58142857142857
0694c4f9-21ad-48b8-bcab-9666e6d153fd,9,1008.5500000000001,49.0,vigo,vip,112.06111111111112
0696f8cb-0dfd-41bd-b41e-063fde35df19,3,255.74,41.0,barcelona,nuevo,85.24666666666667
069c713c-78f8-4b7b-aecd-7965199e06d4,5,649.19,18.0,granada,nuevo,129.83800000000002
06ae6ba1-7bd7-49f9-b4c5-97a0512435a4,6,759.3000000000001,31.0,malaga,recurrente,126.55000000000001
06b3a5ef-088f-4254-a34b-8119cad2f506,6,339.83000000000004,20.0,bilbao,nuevo,56.63833333333334
06b7c200-7874-4bcd-8182-e839a6d6cb47,7,488.55,47.0,zaragoza,corporativo,69.79285714285714
06c6e579-353d-4a07-9ea3-038263150f2f,10,1097.99,57.0,madrid,vip,109.799
06d2d603-a663-449f-9e21-482c075cba1e,7,1211.95,41.0,murcia,recurrente,173.1357142857143
06d795ba-c779-4940-9d72-ee2ccd85928a,4,349.19,37.0,sevilla,corporativo,87.2975
06e068ff-71d8-443c-9f6a-2c87cf680f68,6,468.29,18.0,granada,recurrente,78.04833333333333
06e0fbbe-439e-44bc-870b-79fe7f56638e,3,287.96000000000004,38.0,sevilla,recurrente,95.98666666666668
06e6122e-1f30-4df6-bcdb-b262de704a42,8,841.12,43.0,valencia,nuevo,105.14
06ef80b5-46db-4af5-ae90-117e16bd6065,3,317.25,58.0,malaga,nuevo,105.75
06f4a010-d267-411b-ba73-56374a4f1431,6,498.53999999999996,18.0,murcia,recurrente,83.08999999999999
070917cd-c290-4b9d-86ad-94bddba6d886,9,782.6300000000001,29.0,zaragoza,recurrente,86.95888888888891
07116ede-1e6e-45c0-b5f2-7c4c4701a776,5,516.15,30.0,madrid,vip,103.22999999999999
0721b4dc-e997-4692-8e23-0151986126a9,10,1310.05,40.0,bilbao,nuevo,131.005
072e113a-c5bd-4fe9-ac6d-96ee80d58e72,8,929.2,23.0,murcia,nuevo,116.15
073485e7-2862-41ac-9059-b9de6d2001e9,10,1810.03,56.0,zaragoza,corporativo,181.003
0739a57f-81e1-4ea8-8a48-b527ed63392c,5,723.39,36.0,zaragoza,recurrente,144.678
073c1a3d-b26b-4e4a-92a5-232383e5d5e3,7,489.71,40.0,murcia,recurrente,69.95857142857143
07440ee2-9e86-4e7e-8f9f-d7680fd83f79,7,1549.1609000000003,29.0,zaragoza,nuevo,221.30870000000004
074d85c2-6b04-473b-a2f3-2a1d7b2b5577,5,705.32,46.0,valencia,recurrente,141.06400000000002
07500613-0813-4d19-87d5-d2d2ded40a91,5,193.55,36.0,vigo,recurrente,38.71
07580a7e-8294-4527-a26a-bc7f90f779e9,7,722.81,45.0,malaga,nuevo,103.25857142857141
076b5a44-f5e6-403f-b42c-a243f55a6088,7,511.48,34.0,zaragoza,nuevo,73.06857142857143
076cb2ad-ae2e-444c-b902-a5119e3306db,5,251.54000000000002,40.0,madrid,nuevo,50.30800000000001
076dce30-3225-481f-b618-86e58e98f45d,6,781.35,40.0,zaragoza,vip,130.225
07707fcc-878f-4b95-b0f3-54980f4660a1,5,396.02,39.0,barcelona,corporativo,79.204
07728522-f8db-4bd0-9000-281872bab378,5,368.34,18.0,zaragoza,vip,73.66799999999999
077485ec-e596-44c1-a05f-c40cc4ab2a1e,7,379.52000000000004,42.0,murcia,nuevo,54.21714285714286
077609c2-68bd-44e7-b1b0-8c4606ecfc06,5,216.38,37.0,bilbao,recurrente,43.275999999999996
077f5aa4-a70f-498c-90fd-43e42433221f,4,484.89,21.0,madrid,recurrente,121.2225
07895682-bd8b-4bfa-b6b6-5c257cc1096d,5,349.15,71.0,granada,recurrente,69.83
078b5cbe-9877-4fb0-89d6-18f59f263a1d,9,855.16,56.0,valencia,nuevo,95.01777777777778
079d2901-13fc-4a03-b691-2390d952749a,3,131.51999999999998,46.0,bilbao,nuevo,43.839999999999996
07a997bf-e255-4cd5-91bc-7cd40baea4b3,8,919.73,39.0,valencia,recurrente,114.96625
07b1e756-293e-4765-a4fd-7e3755de426b,7,497.65999999999997,37.0,madrid,nuevo,71.0942857142857
07c141f7-553a-4c43-b646-9d2d28f95fd3,12,2154.5609000000004,54.0,sevilla,nuevo,179.5467416666667
07c15c1d-f62b-47a3-b19c-e58dfdd95635,5,491.0,49.0,murcia,recurrente,98.2
07ce1ba1-3664-48f1-b67c-6014d7ed24bf,6,404.55,36.0,malaga,nuevo,67.425
07ce7ea7-89f1-4698-bb6b-d000acab35ae,7,519.21,52.0,zaragoza,corporativo,74.17285714285715
07d70428-8c93-4a55-b4c7-ac8a7121c25b,7,1020.92,38.0,zaragoza,nuevo,145.84571428571428
07df5a34-9ab8-42be-8fe2-ef0a402cf53f,5,1040.29,23.0,sevilla,nuevo,208.058
07e361fe-5f90-4312-82a3-a25706909afa,6,831.95,41.0,valencia,recurrente,138.65833333333333
07f58adb-ccc0-4760-aed0-9c50563bd7b0,4,535.41,36.0,granada,corporativo,133.8525
07fcf706-2eb1-4ce5-bfe2-682e696a8adb,5,327.26,36.0,madrid,recurrente,65.452
07fd380d-dc14-4150-9682-d6fdfc2751ec,5,598.16,34.0,vigo,nuevo,119.63199999999999
07fe9662-b55c-45b9-bb2c-038b8b5c916f,7,945.8309000000002,46.0,granada,nuevo,135.11870000000002
08065807-2745-448c-aa86-2aeff306f195,7,679.9,40.0,vigo,recurrente,97.12857142857142
0806b2f4-6ed7-49e6-84c1-706eaa07073b,10,1082.06,40.0,madrid,nuevo,108.20599999999999
0808fcbd-d279-4f8e-b8e4-7572ccb3feec,10,1151.3,31.0,madrid,nuevo,115.13
080df0c4-9c63-4638-988e-4984b5f0ce81,8,508.78,37.0,sevilla,nuevo,63.5975
08149283-875f-4d96-99f5-200e00cf2a50,9,945.71,36.0,bilbao,corporativo,105.0788888888889
0819cc39-2e64-406c-889b-6402753bb421,9,486.85,45.0,vigo,recurrente,54.09444444444445
081a8105-bcb9-4467-b486-80e91a9ac665,8,963.9,40.0,madrid,nuevo,120.4875
081dc235-290a-4db9-872c-8512a75d6560,10,1004.1609000000002,53.0,valencia,corporativo,100.41609000000003
0820ad26-2ffe-48d2-8a07-92855cc53cf8,4,570.32,31.0,bilbao,corporativo,142.58
082f4734-f477-4b67-86a7-9f871d16b0e9,6,737.68,43.0,malaga,recurrente,122.94666666666666
08424e3a-4f62-430b-aeb8-0cc8bf696670,5,626.04,52.0,madrid,vip,125.208
0848f412-1dca-4c8a-adae-0c81a3f5f87a,6,665.85,27.0,granada,vip,110.97500000000001
