Unnamed: 0,id_,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
12,147021e4-d058-4cb7-8d59-d506e706e60c,41.0,soltero,master,55380,1.0,0.0,3-abril-2022,Bilbao,Norte,36.881,-6.776,Recurrente,6
13,b5654fd5-f7c9-401e-990c-44b12e8023c0,55.0,soltero,basico,18654,1.0,0.0,2-abril-2019,Malaga,Sur,36.204,-0.673,Recurrente,7
14,83db7326-1a2f-4578-bcb0-7668fe83995b,46.0,CASADO,basico,26389,1.0,0.0,14-diciembre-2020,Granada,Sur,43.038,-6.129,Recurrente,10
15,4caf67e4-c07a-4052-86fb-041c870553d1,29.0,CASADO,master,35746,0.0,0.0,24-octubre-2019,Murcia,Sur,36.728,2.073,Nuevo,11
16,b01ca7fc-dc25-421e-9f56-da9d08f153ff,45.0,SOLTERO,basico,26361,0.0,1.0,18-mayo-2019,Barcelona,Este,42.077,-2.201,Nuevo,11
17,42244c73-3261-46a0-98b6-7a9deb21c5f6,28.0,SOLTERO,bachillerato,41455,0.0,0.0,16-noviembre-2018,Granada,Sur,36.715,-3.478,Recurrente,10
18,79d310b0-8fb3-44a5-960f-b93f0fee5c6c,,SOLTERO,master,63331,,1.0,15-octubre-2022,Zaragoza,Centro,39.287,-3.79,VIP,12
19,dbfb9fc9-267e-43f7-ae6f-ad1586414a51,39.0,casado,,84653,1.0,0.0,28-marzo-2021,Barcelona,Este,40.078,-3.481,Nuevo,5
20,575ebdd9-b41e-4f21-bf69-d26f539cabc2,38.0,CASADO,master,39835,0.0,0.0,4-julio-2021,Murcia,Sur,41.914,-6.416,Recurrente,11
21,fd2a0b65-b781-4265-bce9-b142c8497069,31.0,Soltero,master,46647,1.0,1.0,21-mayo-2019,Granada,Sur,37.171,-3.854,Nuevo,11
22,8c366fe1-2a9a-4e5c-bfb8-e96e675ca692,56.0,Casado,grado universitario,41369,0.0,1.0,21-noviembre-2022,Vigo,Norte,40.874,-8.83,Recurrente,7
23,f842b4ed-dedd-4190-bafe-3bd9b4874eb9,38.0,Soltero,master,39010,0.0,1.0,18-enero-2019,Barcelona,Este,42.514,-3.891,VIP,7
24,0516c6e4-b0c6-41ff-b3d3-11e089436a1e,34.0,Soltero,bachillerato,39097,1.0,0.0,29-noviembre-2018,Malaga,Sur,43.115,-4.303,Recurrente,4
25,b84b3d33-4529-4efd-b227-38a33f39a008,35.0,soltero,master,77759,0.0,0.0,7-diciembre-2020,Barcelona,Este,43.375,-8.475,Recurrente,12
26,0a46b207-d76b-439e-937f-1072a57005a7,47.0,casado,grado universitario,19723,0.0,1.0,31-agosto-2022,Malaga,Sur,42.954,-1.517,Recurrente,9
27,df64d95d-5846-4588-b187-66b4d50afa39,,SOLTERO,grado universitario,57299,0.0,0.0,27-octubre-2021,Bilbao,Norte,38.609,0.667,Recurrente,4
28,2d4bd464-b9ea-4c65-b652-548f3ea97d55,45.0,SOLTERO,doctorado,29443,0.0,1.0,2-octubre-2022,Granada,Sur,37.476,-6.651,Recurrente,4
29,560c6071-d579-46bd-a6df-eafee8bae13d,46.0,Casado,grado universitario,37155,0.0,0.0,15-diciembre-2020,Madrid,Centro,39.166,-3.33,Nuevo,13
30,0dc1f339-f11d-421b-b90a-158d708beede,68.0,Casado,grado universitario,25960,1.0,1.0,29-marzo-2019,Bilbao,Norte,37.6,2.234,Nuevo,7
31,cb430081-ba5c-4335-b7b2-7a39ce7b5d4d,35.0,Soltero,grado universitario,25279,1.0,0.0,28-junio-2020,Murcia,Sur,42.96,2.065,Recurrente,9
32,99a35c50-f935-4d59-9168-1ddeb9910e9e,33.0,soltero,bachillerato,60991,1.0,0.0,29-junio-2020,Zaragoza,Centro,39.448,-5.805,VIP,6
33,c00612b1-64c1-4dc4-8ca5-e60d3360d49a,29.0,Soltero,bachillerato,31668,0.0,0.0,12-noviembre-2022,Bilbao,Norte,38.324,-6.291,Recurrente,6
34,2295da7b-0e3e-4738-9ca7-8e13d4cef5ac,48.0,Casado,doctorado,40853,,1.0,22-junio-2019,Malaga,Sur,42.9,-6.304,Nuevo,8
35,b89091df-791c-46b5-b904-b8238024a66c,55.0,Casado,bachillerato,49014,,0.0,5-junio-2019,Valencia,Este,38.241,-1.755,Recurrente,5
36,746c7850-bad6-4b1d-98e6-e46d40fec312,39.0,SOLTERO,grado universitario,72156,0.0,0.0,23-enero-2020,Valencia,Este,39.725,1.327,Recurrente,5
37,0dc65201-2ae1-4508-a6d8-a741a24a9589,29.0,casado,grado universitario,25563,0.0,0.0,12-mayo-2020,Sevilla,Sur,39.439,-6.005,Corporativo,5
38,9c627dfe-9abf-42d1-8043-327de3f226ab,29.0,casado,master,74204,0.0,0.0,7-diciembre-2020,Sevilla,Sur,42.288,-1.095,Recurrente,3
39,c03cbf16-6195-45d6-90ca-daf55303a31e,48.0,Soltero,master,44611,1.0,0.0,15-diciembre-2018,Valencia,Este,39.636,-0.267,Recurrente,6
40,68152145-ec1b-4612-ad11-6347c73017b9,50.0,Soltero,basico,43858,1.0,0.0,17-enero-2022,Malaga,Sur,38.641,-7.349,Recurrente,5
41,642497b0-cb57-4787-ba7b-903a57ff7de9,47.0,Soltero,bachillerato,35988,0.0,1.0,6-julio-2020,Sevilla,Sur,36.933,-7.902,Nuevo,10
42,eb4ed32f-3051-42c5-a9d7-19cd169b7d4e,31.0,SOLTERO,grado universitario,34005,1.0,0.0,3-mayo-2020,Sevilla,Sur,40.046,-7.911,Nuevo,14
43,e402673b-9f5c-462c-bb56-6254ac125be3,43.0,CASADO,bachillerato,22307,0.0,0.0,5-junio-2020,Barcelona,Este,40.992,-3.459,Recurrente,9
44,409ec24e-2b11-4d3e-b9e3-fb5415d3503e,42.0,soltero,grado universitario,65349,0.0,1.0,5-agosto-2022,Granada,Sur,37.939,-5.842,Recurrente,4
45,6bbd8798-be1a-44e8-aad1-837e10d185ec,43.0,CASADO,bachillerato,24878,0.0,0.0,9-noviembre-2021,Barcelona,Este,40.982,-4.613,Nuevo,5
46,9817553c-9c03-4bf9-b1b1-6fc651792112,51.0,casado,basico,32447,,0.0,29-octubre-2020,Zaragoza,Centro,39.465,2.997,Recurrente,12
47,ce133cb3-cafe-452b-b1ee-dad651101f36,43.0,Casado,,61066,0.0,0.0,14-abril-2020,Granada,Sur,36.327,-5.016,VIP,9
48,470d15d6-e5e4-4fc3-884b-8cbd8853dc1d,49.0,Casado,master,38749,1.0,1.0,22-febrero-2019,Malaga,Sur,36.33,-4.955,Nuevo,8
49,741b5c4d-6c10-48ce-9125-f3a4f20594d7,41.0,casado,grado universitario,26905,0.0,1.0,19-septiembre-2018,Granada,Sur,36.445,0.105,VIP,8
50,de952011-2871-4245-95bd-d28a846bd1f3,44.0,Divorciado,bachillerato,55738,0.0,1.0,18-septiembre-2022,Barcelona,Este,39.115,2.58,Recurrente,6
51,7398f3fe-ef0e-4179-af9f-ebb439ca634a,48.0,Divorciado,doctorado,34116,1.0,1.0,30-septiembre-2022,Bilbao,Norte,42.149,-1.064,Nuevo,9
52,aee3c18f-c55e-4912-8cc2-9a880090e859,21.0,CASADO,grado universitario,32270,0.0,0.0,23-mayo-2019,Granada,Sur,38.417,0.464,Corporativo,4
53,2777203a-c421-400c-94da-3928a888d84c,36.0,SOLTERO,,25205,0.0,0.0,4-mayo-2019,Madrid,Centro,40.717,-6.195,Nuevo,8
54,c3f991b4-9f88-4377-ba89-ef8006111467,34.0,casado,basico,33270,0.0,1.0,11-abril-2022,Granada,Sur,42.336,-6.695,Nuevo,6
55,8bba7c5b-034a-4d11-ad60-bb304eadd3aa,32.0,Soltero,bachillerato,35634,0.0,0.0,23-marzo-2019,Barcelona,Este,40.199,3.27,Recurrente,5
56,07ce1ba1-3664-48f1-b67c-6014d7ed24bf,36.0,casado,grado universitario,48608,0.0,1.0,31-mayo-2021,Malaga,Sur,42.927,2.876,Nuevo,5
57,dac4dd28-321e-417e-9097-3f310f849e20,59.0,Casado,master,30333,0.0,0.0,4-julio-2022,Vigo,Norte,38.297,-4.768,Nuevo,8
58,0efd950c-0ac5-4678-9c12-f1d672b2fd26,,CASADO,bachillerato,66156,0.0,0.0,18-agosto-2022,Valencia,Este,39.817,0.891,Recurrente,11
59,2b59ffc0-8bff-4e44-8c63-ed3f63ea6620,53.0,Casado,bachillerato,61760,,0.0,24-abril-2021,Vigo,Norte,40.088,-5.53,Nuevo,7
60,afec08fe-f961-4537-a95e-67f27029e36c,18.0,SOLTERO,grado universitario,61757,1.0,0.0,30-julio-2018,Zaragoza,Centro,37.313,-8.337,Corporativo,5
61,a01cd30e-1e90-4c86-afee-9018d358a678,36.0,Casado,doctorado,43373,0.0,0.0,5-junio-2022,Malaga,Sur,39.746,-0.465,VIP,6
62,5d65b212-efaa-4dd1-91bd-94119395edad,42.0,SOLTERO,master,54245,1.0,0.0,31-diciembre-2018,Madrid,Centro,40.894,-2.377,VIP,6
63,3d4ee44b-8aae-472c-a259-66de563685e8,,CASADO,master,52250,0.0,0.0,10-junio-2019,Madrid,Centro,36.747,-8.354,Recurrente,7
64,901f47f8-c8a5-46d1-a8d2-0a8201fbcd85,49.0,CASADO,grado universitario,59002,1.0,0.0,20-noviembre-2018,Madrid,Centro,40.813,-3.791,Recurrente,9
65,871cc45e-de92-48e5-9a08-342536437107,50.0,Soltero,master,61288,1.0,0.0,6-abril-2018,Sevilla,Sur,39.94,-1.794,Recurrente,6
66,9ec72499-8077-45c7-92e8-73496b65df46,,CASADO,grado universitario,53153,1.0,0.0,19-diciembre-2018,Sevilla,Sur,38.784,-4.146,Recurrente,8
67,9b1ec584-e825-4035-9e73-7c6d193eb7de,34.0,SOLTERO,,53601,0.0,1.0,1-marzo-2020,Malaga,Sur,38.86,-8.465,VIP,11
68,fb851226-1cb8-4deb-b1ca-ae4cae8690f2,51.0,CASADO,grado universitario,51644,1.0,0.0,26-enero-2018,Valencia,Este,42.419,2.521,Nuevo,9
69,f10cc30a-8817-4aa5-a9e8-d336fcc0591b,38.0,CASADO,grado universitario,53645,0.0,0.0,24-marzo-2019,Bilbao,Norte,43.225,2.414,Nuevo,9
70,1fda8cb7-a2f4-41a7-aadf-1e6279057819,23.0,CASADO,grado universitario,41864,0.0,0.0,2-octubre-2018,Granada,Sur,38.652,1.907,Recurrente,10
71,b0aad3f2-2ee4-421d-9447-cbee821c7454,25.0,CASADO,bachillerato,32570,1.0,0.0,25-agosto-2021,Granada,Sur,39.44,-0.421,Nuevo,11
72,ad426800-a4d5-4172-b24e-741ee1ff52fb,28.0,divorciado,master,27250,0.0,1.0,1-junio-2021,Murcia,Sur,39.616,2.131,Corporativo,5
73,abca972f-d548-42c6-8190-4358c113fe4d,46.0,Casado,master,25113,0.0,0.0,28-enero-2019,Zaragoza,Centro,40.902,1.523,Nuevo,4
74,470d4daa-c2e8-410b-bfbd-5b52eeccae37,,CASADO,bachillerato,28054,1.0,0.0,30-abril-2022,Murcia,Sur,37.806,-2.303,Recurrente,9
75,0a113171-0b02-4251-a698-4bb967605b97,49.0,Casado,master,59781,1.0,1.0,23-mayo-2018,Murcia,Sur,38.674,-2.702,VIP,10
76,eb2d969b-2f30-4a11-a9bd-9f09dd7dbe38,34.0,CASADO,bachillerato,70163,0.0,0.0,17-octubre-2018,Murcia,Sur,37.047,-1.402,Nuevo,9
77,e2627770-17e4-4329-9692-82719aef6a63,42.0,CASADO,basico,52626,1.0,0.0,13-mayo-2020,Sevilla,Sur,36.061,-5.512,Recurrente,5
78,54af58c4-f643-426b-bcd7-590a826fed73,48.0,CASADO,bachillerato,44968,0.0,1.0,17-julio-2022,Sevilla,Sur,37.404,-7.539,Corporativo,10
79,c01a8c09-3434-424a-a002-9be8ba80819e,36.0,Soltero,,22297,1.0,0.0,30-mayo-2019,Zaragoza,Centro,36.338,2.428,Corporativo,12
80,c2ac2602-b31f-4c6c-813f-395d4f3d3a0b,46.0,soltero,basico,39164,0.0,0.0,25-octubre-2022,Granada,Sur,37.817,-2.954,Nuevo,4
81,32f78982-7100-481c-993a-7f7a8ccbfbc2,31.0,SOLTERO,grado universitario,31948,0.0,1.0,10-abril-2019,Malaga,Sur,38.702,-7.945,Nuevo,5
82,7fdf17b8-0d81-4e53-ab91-98bc7681ed96,35.0,soltero,master,31946,0.0,0.0,28-febrero-2021,Zaragoza,Centro,36.48,2.631,Nuevo,10
83,7d2702cd-416b-4c7b-923b-f95a8ee5f434,35.0,Casado,grado universitario,42841,0.0,0.0,29-julio-2019,Granada,Sur,43.202,0.943,Nuevo,5
84,10fbe11d-48ea-48df-85b5-cf5fc98b40de,24.0,SOLTERO,master,52481,0.0,0.0,25-diciembre-2020,Valencia,Este,37.011,-1.049,Nuevo,11
85,7c52ff5d-8700-4984-9fd5-ce5f23ce904f,46.0,Casado,doctorado,41228,1.0,1.0,13-julio-2019,Murcia,Sur,42.422,3.192,Recurrente,15
86,05759565-423f-44c0-bf0a-c09452775964,34.0,soltero,grado universitario,91406,0.0,0.0,24-marzo-2019,Malaga,Sur,41.359,1.099,Nuevo,10
87,1b3d1a21-86ea-42f8-8bec-dcf2d41dabc5,40.0,soltero,basico,44452,1.0,1.0,17-marzo-2020,Valencia,Este,41.768,-8.022,Nuevo,9
88,819eb5d1-8210-4c57-9662-685ec29e8c63,46.0,CASADO,,21342,1.0,0.0,27-agosto-2019,Zaragoza,Centro,37.666,-0.141,Corporativo,7
89,a256b278-eb88-41dc-963a-c82fc0678c12,46.0,casado,grado universitario,78002,1.0,0.0,18-noviembre-2020,Zaragoza,Centro,43.043,-7.53,Recurrente,10
90,49aa22e4-a5f1-473d-9fec-b4c3c3cd1874,49.0,CASADO,grado universitario,40381,1.0,0.0,13-junio-2020,Malaga,Sur,37.726,0.527,Nuevo,4
91,8f64a4b3-b366-4155-941d-da8bf057c6fd,39.0,casado,grado universitario,69973,1.0,0.0,9-septiembre-2020,Granada,Sur,36.165,-5.681,Nuevo,9
92,de7f3286-290a-4192-bc03-c714c1630e40,34.0,divorciado,grado universitario,26032,1.0,1.0,29-septiembre-2018,Valencia,Este,37.157,-4.71,Recurrente,11
93,b197b971-e3ba-49d6-bc52-ebd07095f78f,39.0,casado,grado universitario,24909,1.0,0.0,22-diciembre-2020,Bilbao,Norte,38.628,1.236,Recurrente,8
94,e5b65d32-f95f-4c68-81ba-e8c350f1f60e,,SOLTERO,bachillerato,30235,0.0,0.0,20-agosto-2021,Zaragoza,Centro,36.604,-7.383,Nuevo,10
95,2cf429c0-fb96-4602-84a2-5d68a84c1659,21.0,Soltero,bachillerato,27909,1.0,1.0,23-agosto-2018,Madrid,Centro,42.087,2.608,Recurrente,8
96,be2a8696-8561-480f-9e0f-0b8cff5eb199,23.0,DIVORCIADO,bachillerato,59137,1.0,0.0,2-enero-2019,Madrid,Centro,40.204,-7.44,Recurrente,3
97,0229b07b-cc90-4c1d-abca-0d61974d54e1,,casado,master,65197,1.0,0.0,20-abril-2018,Bilbao,Norte,42.95,-8.689,Recurrente,11
98,7c317e71-5d83-4640-8148-7179e9f58481,45.0,casado,grado universitario,49843,0.0,0.0,17-febrero-2019,Vigo,Norte,40.406,-8.685,Recurrente,4
99,5636eb98-b56a-4330-814c-4840f0b36621,28.0,Casado,grado universitario,45778,0.0,0.0,28-agosto-2022,Sevilla,Sur,36.477,0.961,Recurrente,6
100,44145d02-6454-4298-8fe2-acb00c480bdf,35.0,Soltero,grado universitario,21894,1.0,1.0,24-junio-2018,Malaga,Sur,40.023,-3.099,Nuevo,9
101,198fc32f-046d-4397-829d-425351e89b43,57.0,CASADO,grado universitario,31323,1.0,0.0,11-febrero-2019,Murcia,Sur,36.59,-2.751,Nuevo,5
102,1c65cd4c-e5fa-4f11-9197-7213eb227a89,35.0,CASADO,basico,32902,0.0,0.0,10-septiembre-2018,Malaga,Sur,43.041,1.265,Recurrente,11
103,2f186350-9dee-4c55-a2bf-2041e372403a,50.0,DIVORCIADO,bachillerato,23432,0.0,0.0,24-febrero-2022,Zaragoza,Centro,40.924,-2.689,Recurrente,10
104,e3eb622a-887f-4118-a4e6-6c031eb26a00,28.0,Soltero,basico,39635,0.0,0.0,24-noviembre-2020,Zaragoza,Centro,38.61,2.77,VIP,3
105,91f838b7-bd84-4795-9212-a72ab072169b,37.0,Casado,basico,50339,1.0,1.0,1-mayo-2018,Zaragoza,Centro,40.569,-8.951,Nuevo,5
106,2ffba85b-ea29-44ed-9307-8786a85378bb,28.0,soltero,bachillerato,56582,0.0,1.0,7-marzo-2019,Granada,Sur,41.639,-7.001,Recurrente,10
107,f08896a9-89ed-4e7f-9dc4-2b98e5ffd641,36.0,DIVORCIADO,master,51719,1.0,0.0,18-mayo-2021,Sevilla,Sur,43.048,0.693,Recurrente,8
108,b881cb88-bda2-475b-bd04-47941e2daa80,51.0,Soltero,basico,36781,0.0,1.0,4-octubre-2021,Madrid,Centro,40.699,2.26,Nuevo,8
109,8f3c50a7-2b9b-4bf1-85dd-3760dbc8d5a6,18.0,CASADO,basico,33745,0.0,0.0,5-enero-2021,Vigo,Norte,41.062,-0.315,Nuevo,13
110,3c356f52-f4e7-4035-bd45-b0b15bae7b8c,46.0,Soltero,basico,37604,0.0,1.0,29-octubre-2020,Bilbao,Norte,39.008,-5.333,Recurrente,10
111,2935b6d2-3578-4e63-aae1-96576bc08fdd,43.0,Casado,bachillerato,39232,1.0,0.0,24-abril-2020,Granada,Sur,37.687,1.339,Recurrente,10
112,1fab9a02-4cd7-452d-87d5-0842a0fc09bf,32.0,casado,bachillerato,27505,1.0,0.0,9-marzo-2022,Malaga,Sur,38.642,-6.294,VIP,4
113,c308f171-080f-4945-8462-8d1574a66b3d,21.0,SOLTERO,basico,34402,1.0,0.0,14-noviembre-2019,Zaragoza,Centro,40.963,-3.605,Nuevo,9
114,70ae1862-9817-4f9c-ac0e-4bdc83233067,41.0,CASADO,bachillerato,32277,0.0,0.0,28-octubre-2022,Malaga,Sur,42.54,0.648,VIP,5
115,391e94f3-f76e-419c-9513-0b45db34eaa6,33.0,divorciado,doctorado,73953,0.0,0.0,27-abril-2022,Sevilla,Sur,40.991,-4.028,Nuevo,11
116,f0bf4cdb-0e5b-4494-8f2f-3e9735d1e617,43.0,DIVORCIADO,,58553,0.0,0.0,23-agosto-2022,Murcia,Sur,43.173,1.145,Recurrente,5
117,1e12a8ea-e67f-4c16-bbf4-8d0be69dafa1,40.0,soltero,bachillerato,50133,0.0,0.0,7-julio-2021,Sevilla,Sur,41.041,-1.578,Nuevo,8
118,8f8ab166-286e-4952-8a45-0479fe4323ca,61.0,CASADO,grado universitario,29074,0.0,1.0,22-septiembre-2019,Granada,Sur,40.718,1.598,Recurrente,6
119,54bfcb29-90fb-443b-9dec-e173681d96de,37.0,CASADO,bachillerato,54096,0.0,1.0,26-marzo-2021,Zaragoza,Centro,36.094,-6.111,Nuevo,9
120,a2ac3f58-5992-43fa-b448-a86e0b067087,27.0,CASADO,grado universitario,30962,1.0,0.0,20-abril-2020,Bilbao,Norte,40.574,-1.183,Recurrente,2
121,8ee240ac-6176-43da-af50-c5e0a92a0c33,42.0,CASADO,grado universitario,54338,0.0,0.0,20-agosto-2022,Valencia,Este,36.545,-0.853,Recurrente,4
122,4df4f35e-e138-4da2-b642-5e0d8fe912f8,,Casado,master,37186,1.0,0.0,14-julio-2022,Murcia,Sur,39.916,-3.901,Recurrente,6
123,5ef4c5e5-762e-4b1e-9361-6e0f0dfbb26a,58.0,Soltero,master,62679,0.0,0.0,3-mayo-2018,Bilbao,Norte,40.397,-3.677,Nuevo,8
124,cff7c242-8f65-4e99-bf21-77d056adb266,51.0,Casado,grado universitario,24623,0.0,0.0,7-octubre-2021,Bilbao,Norte,40.847,2.283,Recurrente,6
125,4f52df79-f014-43c4-a159-e72bb13bc752,45.0,soltero,bachillerato,53294,0.0,0.0,29-septiembre-2021,Barcelona,Este,42.534,-6.275,Recurrente,6
126,28b82f75-465e-4f54-a0ee-42d316cb1ec3,59.0,Soltero,grado universitario,64918,0.0,0.0,20-enero-2021,Murcia,Sur,39.547,-7.823,Recurrente,9
127,97d206c1-1cc0-494a-9204-fce0fd403afb,25.0,Soltero,bachillerato,37932,0.0,0.0,2-noviembre-2022,Madrid,Centro,39.606,-2.654,VIP,6
128,b1bea299-2961-4e36-aaf3-c85db1350c8d,32.0,Soltero,master,36942,1.0,1.0,24-mayo-2018,Bilbao,Norte,40.115,1.827,Nuevo,8
129,0bbb4477-b26d-4528-a31d-f6e8986c2b90,28.0,Casado,basico,41013,0.0,1.0,8-noviembre-2022,Murcia,Sur,38.509,3.012,Recurrente,8
130,96af8d87-5b11-4cee-be3c-78fa987101b3,35.0,Casado,grado universitario,49919,0.0,0.0,8-enero-2018,Bilbao,Norte,38.037,2.044,Recurrente,9
131,008bee59-e98f-456a-b83c-f673e5c334be,22.0,,bachillerato,33253,1.0,0.0,13-noviembre-2018,Barcelona,Este,36.802,0.487,Nuevo,10
132,90e3fd46-682d-4012-8e5b-da1bd434603c,48.0,Casado,grado universitario,31510,,1.0,24-marzo-2021,Granada,Sur,42.298,-7.662,Recurrente,2
133,2468935a-234b-47a5-a577-9a6af6f9e4ce,37.0,DIVORCIADO,bachillerato,78660,1.0,0.0,17-enero-2022,Madrid,Centro,36.313,-1.361,Recurrente,11
134,7ae769ce-1691-4f79-bbc3-3f14b549b396,21.0,DIVORCIADO,bachillerato,36288,1.0,1.0,11-julio-2022,Malaga,Sur,43.359,-0.994,VIP,12
135,7b1c586a-a719-4c96-b52d-906d3bcf0012,27.0,CASADO,grado universitario,40117,0.0,0.0,18-abril-2018,Madrid,Centro,38.168,-2.913,Nuevo,10
136,8394090e-ef08-460e-a360-7e36bfc30b9c,44.0,Divorciado,grado universitario,34769,0.0,1.0,12-febrero-2022,Malaga,Sur,41.265,1.359,Nuevo,9
137,a451185a-bad8-4e14-b7bd-85a790aa5180,51.0,CASADO,bachillerato,51477,1.0,0.0,17-junio-2021,Granada,Sur,41.485,3.085,Recurrente,9
138,327bf27f-c275-4dd7-9f88-7aadd9d3899e,66.0,DIVORCIADO,basico,32265,0.0,0.0,3-enero-2020,Zaragoza,Centro,38.979,2.96,VIP,6
139,81726d4e-1ad6-4393-86e5-1e260b80522b,78.0,Divorciado,master,38920,0.0,0.0,16-marzo-2021,Madrid,Centro,39.079,-8.749,Recurrente,9
140,25cce7b4-eee8-4480-94e2-5b6c59cad26f,45.0,soltero,grado universitario,59920,0.0,0.0,24-diciembre-2019,Madrid,Centro,40.484,-8.559,Recurrente,4
141,9e8f2065-c4b5-4aa7-91c8-e0e4cb12d93e,27.0,Divorciado,grado universitario,56751,0.0,0.0,11-abril-2020,Valencia,Este,36.52,-8.344,Recurrente,4
142,5fe63dcd-d480-4e1b-9d71-a83b41444827,18.0,CASADO,grado universitario,36041,1.0,0.0,15-enero-2019,Sevilla,Sur,36.165,-5.157,Recurrente,9
143,bc984e7d-0d96-42aa-bcbf-d136b619b504,43.0,Casado,grado universitario,41412,1.0,0.0,21-septiembre-2019,Vigo,Norte,41.419,0.17,Recurrente,12
144,fecc9b0a-fbea-42ed-94eb-2ae89eabe917,29.0,divorciado,grado universitario,29573,1.0,1.0,25-abril-2021,Madrid,Centro,39.896,-1.931,VIP,9
145,41d8e4f4-7109-4df4-85c6-bf0e0c6d43f9,35.0,casado,basico,41391,0.0,0.0,13-marzo-2019,Zaragoza,Centro,43.487,-3.021,Corporativo,3
146,20fa62d6-d038-42aa-9853-883fca43cbc5,32.0,Casado,grado universitario,84975,,1.0,19-diciembre-2021,Murcia,Sur,38.241,0.038,Nuevo,6
147,b46c6d6c-b9ba-49de-88c5-bbc39856b743,38.0,Casado,grado universitario,55215,1.0,0.0,30-septiembre-2019,Malaga,Sur,38.797,-5.843,Recurrente,7
148,59dac7da-7701-4435-9ff6-82f50cabeed6,54.0,CASADO,basico,29494,1.0,0.0,12-agosto-2022,Murcia,Sur,40.761,3.194,Recurrente,10
149,4782e2e7-693f-4b4a-914c-94bbc4787d7b,42.0,DIVORCIADO,grado universitario,23562,1.0,0.0,1-julio-2018,Malaga,Sur,41.156,-5.956,Nuevo,7
150,3bf0408e-5cbc-4171-8e46-8dea0b70c087,38.0,DIVORCIADO,bachillerato,29741,1.0,1.0,2-octubre-2019,Madrid,Centro,38.898,-4.422,Corporativo,11
151,71a9c4a1-6c15-4066-9c6a-5331917b734b,27.0,CASADO,basico,26285,0.0,0.0,6-julio-2019,Vigo,Norte,36.915,1.482,VIP,7
152,4042b0fe-e23f-40e6-89ee-472eac6467fe,18.0,divorciado,master,39036,1.0,0.0,7-noviembre-2020,Bilbao,Norte,36.509,0.695,Nuevo,10
153,c0759c71-b7a4-4c2f-99e1-823379bae81b,34.0,SOLTERO,master,61994,1.0,0.0,15-julio-2020,Bilbao,Norte,36.013,-7.123,Corporativo,6
154,1c45b4f5-0bca-4bfc-bf81-e718660df575,39.0,DIVORCIADO,bachillerato,39208,0.0,1.0,29-abril-2018,Granada,Sur,38.778,-8.239,Nuevo,8
155,7e4b6209-b257-4db7-a438-614071042806,63.0,soltero,grado universitario,32407,0.0,0.0,28-julio-2020,Murcia,Sur,38.09,-0.955,Nuevo,5
156,83f64093-73bd-46c2-a1d7-ca60c7e8fd16,42.0,CASADO,basico,36333,0.0,0.0,30-agosto-2020,Barcelona,Este,36.161,-0.445,Nuevo,5
